"x1","x3","x4"
2.27271058922634,3.77027820190415,0.575155040249228
5.91756467800587,9.74869332788512,1.57661027088761
2.77423115773126,5.20608384581283,0.8179538436234
7.00496490160003,11.6250773677602,1.76603480800986
7.33828202122822,12.2712620240636,1.88093456858769
1.22911262139678,1.77936352975667,0.0911129987798631
4.71601717313752,7.23211163794622,1.05621097609401
5.94531442737207,10.8203819631599,1.78483808878809
3.43986631045118,6.62801279267296,1.10287002893165
3.62075466150418,5.92304522590712,0.913229470606893
6.66519778780639,13.1839265921153,1.91366669069976
3.40187367750332,5.97470228653401,0.906668312381953
4.43570445012301,9.32804817194119,1.35514127090573
4.44979586545378,8.0888002179563,1.14526680391282
0.655930157285184,3.21941307280213,0.205849365331233
6.94632190139964,11.1802795664407,1.79964994080365
2.59585656458512,4.45983398146927,0.49217546870932
1.53528247959912,0.989489076659083,0.0841190670616925
2.90438855299726,4.58995307143778,0.655841438565403
6.28546951618046,11.4611147791147,1.90900729829445
6.25966903707013,12.6693200799637,1.77907863212749
5.74229712039232,9.18975988263264,1.3856068123132
5.01417203526944,9.68145925505087,1.28101362753659
6.7551366314292,12.3246756577864,1.98853955324739
5.55670949397609,8.09142318088561,1.31141159823164
4.88830899680033,9.0038385191001,1.41706093633547
4.4272908247076,7.88974550273269,1.08813204942271
4.47583003854379,8.28421283885837,1.18828404089436
2.27256532339379,4.30261143995449,0.57831947458908
1.99303629342467,3.22372625488788,0.294227294623852
6.24060716386884,12.7046702564694,1.92604846507311
6.50026006670669,11.9828588394448,1.80459809023887
5.03937195288017,9.46846159594133,1.38141055684537
5.03338077990338,9.99146569240838,1.59093483537436
1.39113407256082,0.502348811365664,0.049227369017899
3.96276439307258,7.20656370697543,0.955591942183673
4.84924565255642,10.3263219627552,1.51691907504573
2.41753935348243,4.49931995104998,0.432815871667117
2.76285719871521,5.73792382283136,0.636362015269697
2.2852149088867,4.26918152440339,0.463251570705324
2.52338967751712,2.58326055994257,0.285600044764578
3.92645258037373,5.32410630444065,0.829092671629041
3.39611946884543,5.83526805322617,0.827448652591556
3.25560123147443,5.95106178661808,0.737690901849419
1.39958264166489,3.66739559499547,0.304889495484531
0.984558050055057,3.47906792722642,0.277612126898021
2.18079477921128,4.42743485141546,0.466068198904395
2.82199113350362,5.99105528835207,0.931924900505692
3.33083477942273,3.29092285502702,0.531945280730724
7.13219763943925,11.2518296353519,1.71565543068573
1.69269777648151,1.73076073778793,0.0916623333469033
4.30663142586127,5.49964136211202,0.88440014841035
6.57734161289409,11.4888786175288,1.59784969128668
1.81021702522412,1.78827739693224,0.24379851995036
4.47631508624181,8.57438833033666,1.12189596751705
1.79206810519099,2.7339268210344,0.41306277923286
2.08358575310558,2.85585898393765,0.255063300486654
5.00671767070889,10.6077782264911,1.50661572860554
5.94680456444621,12.2697706334293,1.7900907183066
3.67833857238293,5.8386939316988,0.748925551772118
5.44575843401253,8.21271414030343,1.33023038925603
0.915130042936653,2.84069090615958,0.189681321848184
2.91644034441561,5.84355884324759,0.767939275596291
2.38611642085016,4.96542684687302,0.548767289146781
5.04328334191814,10.1155369160697,1.62928007775918
4.1173984259367,5.40275853686035,0.897032682783902
5.96223157644272,10.3677116991021,1.6201287060976
5.14606784982607,10.2880395632237,1.62477901903912
6.71438131481409,11.1826305654831,1.58868464222178
3.76291644340381,7.14530372526497,0.879663375206292
6.10366971511394,9.30928487097844,1.5089503172785
5.47315495787188,9.37732879118994,1.25844226311892
6.01717795757577,9.73265671171248,1.42036480270326
1.60470138769597,0.808067612815648,0.00124954665079713
4.13219641754404,7.03538949601352,0.950633148197085
2.57856883248314,4.17662517633289,0.44023777032271
2.82171723572537,5.60158985294402,0.75963307544589
3.73650567047298,8.14226707350463,1.22554200654849
2.95051588537171,6.15314857801422,0.703595818486065
1.37768188817427,1.43159617343917,0.222270848695189
2.24637934425846,3.23005021596327,0.487238945439458
4.35220718942583,9.41034518042579,1.33611117489636
3.14516491675749,6.46733310259879,0.835293559357524
5.55628513265401,9.67510883929208,1.57639166805893
2.13585925893858,2.16351282224059,0.205729288514704
3.15313685918227,6.50296397041529,0.869785482995212
6.14090679399669,12.6137056355365,1.96991395996884
5.41697991639376,12.6974738868885,1.78610222879797
6.93252496048808,11.9950463492423,1.77293812157586
2.01056877477095,2.73126871837303,0.350105300545692
2.3966700299643,1.87588681885973,0.261391383130103
4.07662291359156,8.43972657201812,1.30620385007933
2.29177365265787,4.3112287283875,0.687032944522798
4.19938134681433,7.93484854931012,1.31351625593379
3.39973653899506,4.46544551849365,0.640746484976262
2.64034378249198,3.73717116843909,0.375382238533348
